date,topic,title,date_dt,month,weekday,title_length
2026/06/01,Мир,На Западе рассказали о крупной ссоре между Украиной и Польшей из-за Зеленского,2026-06-01,2026-06,Monday,78
2026/06/01,Мир,Трамп сделал заявление о сделке с Ираном,2026-06-01,2026-06,Monday,40
2026/06/01,Забота о себе,Перечислены правила безопасного хранения зубной щетки,2026-06-01,2026-06,Monday,53
2026/06/01,Россия,Россиянам напомнили о вступающих в силу в июне законах,2026-06-01,2026-06,Monday,54
2026/06/01,Силовые структуры,Сценарист сериала «Счастливы вместе» рассказал о расправе над бывшим участником «Дома 2»,2026-06-01,2026-06,Monday,88
2026/06/01,Мир,Трамп раскрыл препятствие для ведения переговоров с Ираном,2026-06-01,2026-06,Monday,58
2026/06/01,Мир,КСИР ударил по американской базе,2026-06-01,2026-06,Monday,32
2026/06/01,Бывший СССР,ВСУ предрекли катастрофические проблемы на фронте к 2027 году,2026-06-01,2026-06,Monday,61
2026/06/01,Экономика,Синоптик сделал прогноз на июнь в Центральной России,2026-06-01,2026-06,Monday,52
2026/06/01,Россия,Россиянин ушел на СВО после 30 лет церковного служения и не рассказал о своем прошлом,2026-06-01,2026-06,Monday,85
2026/06/01,Бывший СССР,Стало известно об отказе украинцев помогать ВСУ в одном вопросе,2026-06-01,2026-06,Monday,63
2026/06/01,Бывший СССР,Стало известно об оттягивании сил ВСУ в Днепропетровской области,2026-06-01,2026-06,Monday,64
2026/06/01,Экономика,В России резко вырос спрос на труд подростков,2026-06-01,2026-06,Monday,45
2026/06/01,Бывший СССР,Командир ВС России рассказал о засаде в тылу ВСУ в Днепропетровской области,2026-06-01,2026-06,Monday,75
2026/06/01,Из жизни,42 жениха собрались на массовую свадьбу и остались без жен и денег,2026-06-01,2026-06,Monday,66
2026/06/01,Силовые структуры,Ранивший мачете пассажиров поезда на российский курорт избежал наказания,2026-06-01,2026-06,Monday,72
2026/06/01,Мир,В Европе оценили идею Мерца об особом статусе Украины в ЕС,2026-06-01,2026-06,Monday,58
2026/06/01,Экономика,Начался прием заявок на возврат налогов для семей с детьми,2026-06-01,2026-06,Monday,58
2026/06/01,Наука и техника,Назван изъян самого дорогого iPhone,2026-06-01,2026-06,Monday,35
2026/06/01,Путешествия,Банда мигрантов в Европе похитила и насиловала туристку в течение трех дней,2026-06-01,2026-06,Monday,75
2026/06/01,Бывший СССР,ВСУ начали формировать заградотряды из артиллеристов,2026-06-01,2026-06,Monday,52
2026/06/01,Интернет и СМИ,Участница популярного реалити-шоу обвинила команду проекта в тайной съемке в душе,2026-06-01,2026-06,Monday,81
2026/06/01,Мир,Опубликованы кадры задержания ВМС Франции следовавшего из России танкера,2026-06-01,2026-06,Monday,72
2026/06/01,Экономика,Москвичей предупредили о погодной опасности,2026-06-01,2026-06,Monday,43
2026/06/01,Ценности,97-летняя женщина восхитила зрителей деталью во внешности,2026-06-01,2026-06,Monday,57
2026/06/01,Бывший СССР,Путин поздравил Пашиняна и сделал заявление об отношениях с Арменией,2026-06-01,2026-06,Monday,68
2026/06/01,Силовые структуры,Занимавшихся заблокированными активами российских и зарубежных инвесторов взяли под стражу,2026-06-01,2026-06,Monday,90
2026/06/01,Россия,Надувная лодка с россиянами перевернулась на Ангаре,2026-06-01,2026-06,Monday,51
2026/06/01,Силовые структуры,Россиянин почти год насиловал пять малолетних девочек,2026-06-01,2026-06,Monday,53
2026/06/01,Наука и техника,На российском «Союзе-5» предложили запускать пилотируемые миссии,2026-06-01,2026-06,Monday,64
2026/06/01,Спорт,Футболист сборной Иордании призвал команду ослушаться тренера и поплатился за это,2026-06-01,2026-06,Monday,81
2026/06/01,Культура,Долина захотела снять фильм о себе,2026-06-01,2026-06,Monday,34
2026/06/01,Экономика,Российские миллиардеры стали еще богаче,2026-06-01,2026-06,Monday,39
2026/06/01,Мир,Президент Румынии назвал страну происхождения прилетевшего дрона,2026-06-01,2026-06,Monday,64
2026/06/01,Путешествия,Пассажирский самолет развернулся в небе из-за подозрительного названия сети Bluetooth,2026-06-01,2026-06,Monday,85
2026/06/01,Россия,Нуждающийся в медпомощи российский подросток ушел из детского дома и исчез,2026-06-01,2026-06,Monday,74
2026/06/01,Силовые структуры,Бывший муж Лерчек попросил отменить приговор и выпустить его из СИЗО,2026-06-01,2026-06,Monday,68
2026/06/01,Экономика,В России зафиксировали рост доверия к микрофинансовым организациям за последние два года,2026-06-01,2026-06,Monday,88
2026/06/01,Экономика,Родители детей до трех лет назвали маркетплейсы основным местом покупки товаров,2026-06-01,2026-06,Monday,79
2026/06/01,Бывший СССР,Пашинян высказался о референдуме по выходу Армении из ЕАЭС,2026-06-01,2026-06,Monday,58
2026/06/01,Мир,В НАТО испугались гнева Трампа,2026-06-01,2026-06,Monday,30
2026/06/01,Россия,Раскрыты новые данные о разминировании российского приграничья от боеприпасов ВСУ,2026-06-01,2026-06,Monday,81
2026/06/01,Наука и техника,Европейская «рука» впервые перенесла двух российских космонавтов,2026-06-01,2026-06,Monday,64
2026/06/01,Спорт,Федерация шахмат России потребовала отстранить президента Украинской шахматной федерации,2026-06-01,2026-06,Monday,88
2026/06/01,Из жизни,"У мужчины в мочевом пузыре нашли камень весом 1,3 килограмма",2026-06-01,2026-06,Monday,60
2026/06/01,Экономика,Американская журналистка назвала главные достоинства Москвы,2026-06-01,2026-06,Monday,59
2026/06/01,Ценности,49-летняя Шакира в микроплатье попала в объектив папарацци,2026-06-01,2026-06,Monday,58
2026/06/01,Бывший СССР,В офисе Зеленского выбрали новый срок по окончанию конфликта,2026-06-01,2026-06,Monday,60
2026/06/01,Интернет и СМИ,Путин поручил обеспечить доступ к важнейшим сервисам во время ограничений интернета,2026-06-01,2026-06,Monday,83
2026/06/01,Мир,Лавров сделал заявление об отношениях России и Китая,2026-06-01,2026-06,Monday,52
2026/06/01,Россия,На гулявшую со щенком девушку напала нетрезвая компания в Подмосковье,2026-06-01,2026-06,Monday,69
2026/06/01,Силовые структуры,Россиянку приговорили к 17 годам колонии за расправу над малолетней дочерью,2026-06-01,2026-06,Monday,75
2026/06/01,Силовые структуры,Захват спецназом признанного умершим россиянина попал на видео,2026-06-01,2026-06,Monday,62
2026/06/01,Мир,Раскрыты подробности задержания ВМС Франции следовавшего из России танкера,2026-06-01,2026-06,Monday,74
2026/06/01,Экономика,Поставки российской водки в постсоветскую страну взлетели,2026-06-01,2026-06,Monday,57
2026/06/01,Забота о себе,Назван проявляющийся на коже симптом рака с одним из наихудших прогнозов,2026-06-01,2026-06,Monday,72
2026/06/01,Наука и техника,Создана новая российская антидроновая «Молния»,2026-06-01,2026-06,Monday,46
2026/06/01,Ценности,Дуа Липа вышла замуж,2026-06-01,2026-06,Monday,20
2026/06/01,Экономика,На Москву обрушится гроза с дождем,2026-06-01,2026-06,Monday,34
2026/06/01,Россия,Появились новые подробности о смерти российского выпускника в день последнего звонка,2026-06-01,2026-06,Monday,84
2026/06/01,Путешествия,Персонал отеля на Мальдивах посмеялся над россиянами при оплате услуг наличными,2026-06-01,2026-06,Monday,79
2026/06/01,Мир,В США заявили о незаметном проходе десятков судов по Ормузскому проливу,2026-06-01,2026-06,Monday,71
2026/06/01,Культура,Звезда «Не родись красивой» назвала условие для съемок продолжения сериала,2026-06-01,2026-06,Monday,74
2026/06/01,Экономика,Уровень безработицы в России сохранил минимальные за десятилетия значения,2026-06-01,2026-06,Monday,73
2026/06/01,Интернет и СМИ,Лазарева прокомментировала статьи о себе и обратилась к россиянам,2026-06-01,2026-06,Monday,65
2026/06/01,Россия,В российском регионе бездомные собаки напали на двоих детей и прокусили им ногу и ухо,2026-06-01,2026-06,Monday,85
2026/06/01,Наука и техника,В Байконуре предложили создать «лунное поселение»,2026-06-01,2026-06,Monday,49
2026/06/01,Экономика,Россия стала главным поставщиком пшеницы в одну страну,2026-06-01,2026-06,Monday,54
2026/06/01,Экономика,В России отметили спрос на отечественные шины,2026-06-01,2026-06,Monday,45
2026/06/01,Авто,Пять производителей резко увеличили цены на машины в России,2026-06-01,2026-06,Monday,59
2026/06/01,Россия,Одна воспитывающая детей россиянка добилась увольнения с военной службы после отказа,2026-06-01,2026-06,Monday,84
2026/06/01,Силовые структуры,Россиянин отомстил облившему из лужи водителю и попал под следствие,2026-06-01,2026-06,Monday,67
2026/06/01,Силовые структуры,Появились подробности о тайнике с миллионами возле российской колонии для пожизненников,2026-06-01,2026-06,Monday,87
2026/06/01,Россия,В Роспотребнадзоре оценили риски заноса лихорадки Эбола в Россию,2026-06-01,2026-06,Monday,64
2026/06/01,Наука и техника,Су-30СМ заметили с иранскими бомбами,2026-06-01,2026-06,Monday,36
2026/06/01,Россия,В России начали принимать заявления на новую семейную выплату,2026-06-01,2026-06,Monday,61
2026/06/01,Из жизни,Фермер окатил навозом 20 люксовых автомобилей и прослыл героем,2026-06-01,2026-06,Monday,62
2026/06/01,Россия,В России назвали цель удара по Одессе,2026-06-01,2026-06,Monday,37
2026/06/01,Путешествия,Четверо туристов застряли в ущелье в российском регионе из-за непогоды,2026-06-01,2026-06,Monday,70
2026/06/01,Интернет и СМИ,«Рамблер» запустил спецпроект с ИИ-чат-ботом к юбилею «Союзмультфильма»,2026-06-01,2026-06,Monday,71
2026/06/01,Спорт,Уехавшая в Испанию Исинбаева вновь столкнулась с угрозой блокировки счетов в России,2026-06-01,2026-06,Monday,83
2026/06/01,Мир,Китай осудил новое решение Японии по Украине,2026-06-01,2026-06,Monday,44
2026/06/01,Культура,Уехавшего из России рокера оштрафовали за нарушение закона об иноагентах,2026-06-01,2026-06,Monday,72
2026/06/01,Мир,Советник президента Польши раскритиковал Туска из-за поддержки Зеленского,2026-06-01,2026-06,Monday,73
2026/06/01,Экономика,Экономист спрогнозировал курс рубля до конца года,2026-06-01,2026-06,Monday,49
2026/06/01,Путешествия,В Шереметьево начали сажать пассажиров в самолет по биометрии,2026-06-01,2026-06,Monday,61
2026/06/01,Россия,В России обозначили условие для переговоров фразой «когда украинский народ поднимется»,2026-06-01,2026-06,Monday,86
2026/06/01,Россия,В России заявили об атаках ВСУ на крымскую трассу дронами на воздушных шарах,2026-06-01,2026-06,Monday,76
2026/06/01,Ценности,Актриса Ирина Горбачева высказалась о похудении под обнаженными фото,2026-06-01,2026-06,Monday,68
2026/06/01,Забота о себе,Матери взрослых детей раскрыли причины разочарования в них,2026-06-01,2026-06,Monday,58
2026/06/01,Интернет и СМИ,Известная ведущая пожаловалась на запиравшее ее в кабинете и доводившее до слез начальство,2026-06-01,2026-06,Monday,90
2026/06/01,Мир,"Президент Румынии заявил о российском происхождении дрона, упавшего на многоэтажку. И попросил Москву не обстреливать его страну",2026-06-01,2026-06,Monday,128
2026/06/01,Экономика,Москвичам рассказали о погоде в первый день лета,2026-06-01,2026-06,Monday,48
2026/06/01,Наука и техника,В России напомнили о мощной подземной «кровеносной системе» НАТО,2026-06-01,2026-06,Monday,64
2026/06/01,Россия,Появились подробности о пропавших во время катания на сапбордах россиянах,2026-06-01,2026-06,Monday,73
2026/06/01,Силовые структуры,Россиянин в столичном парке напал на иностранца,2026-06-01,2026-06,Monday,47
2026/06/01,Наука и техника,Назван главный критерий лидерства в космической гонке,2026-06-01,2026-06,Monday,53
2026/06/01,Мир,Посольство высказалось о задержании Францией следовавшего из России танкера,2026-06-01,2026-06,Monday,75
2026/06/01,Экономика,В России повысили часть зарплат,2026-06-01,2026-06,Monday,31
2026/06/01,Экономика,Назван главный покупатель российской водки,2026-06-01,2026-06,Monday,42
2026/06/01,Россия,Путин дал поручение о новых льготах для участников СВО,2026-06-01,2026-06,Monday,54
2026/06/01,Авто,Краснодарская компания по ввозу машин исчезла с деньгами сотен клиентов,2026-06-01,2026-06,Monday,71
2026/06/01,Культура,Виталий Гогунский записал обращение к Канье Уэсту,2026-06-01,2026-06,Monday,49
2026/06/01,Силовые структуры,Перечислены лишенные российского гражданства иностранцы,2026-06-01,2026-06,Monday,55
2026/06/01,Силовые структуры,Россиянам рассказали о правилах поведения со сталкером,2026-06-01,2026-06,Monday,54
2026/06/01,Наука и техника,Раскрыта неожиданная причина усиления аллергических реакций,2026-06-01,2026-06,Monday,59
2026/06/01,Россия,Опубликовано ранее неизвестное мистическое стихотворение основателя «Вагнера»,2026-06-01,2026-06,Monday,77
2026/06/01,Россия,Российские войска взяли под контроль населенный пункт в зоне СВО,2026-06-01,2026-06,Monday,64
2026/06/01,Экономика,Ввозить рыбу в Россию разрешили только двум компаниям Армении,2026-06-01,2026-06,Monday,61
2026/06/01,Силовые структуры,Бывший росгвардеец зарезал экс-гаишника во время празднования Дня пограничника,2026-06-01,2026-06,Monday,78
2026/06/01,Спорт,«Спартак» установил рекорд России,2026-06-01,2026-06,Monday,33
2026/06/01,Силовые структуры,Россиянин получил восемь лет колонии за найденные в доме гранаты,2026-06-01,2026-06,Monday,64
2026/06/01,Россия,На Южном Урале прошел фестиваль традиционных духовных ценностей «Троица в Троицке»,2026-06-01,2026-06,Monday,82
2026/06/01,Россия,В России ответили на слова Пашиняна о референдуме по выходу Армении из ЕАЭС,2026-06-01,2026-06,Monday,75
2026/06/01,Мир,В ЕС задумались об исключении украинских мужчин из программы убежища,2026-06-01,2026-06,Monday,68
2026/06/01,Мир,Мадьяр пригрозил президенту Венгрии импичментом,2026-06-01,2026-06,Monday,47
2026/06/01,Бывший СССР,Российские войска продвинулись в ключевом для наступления городе ДНР,2026-06-01,2026-06,Monday,68
2026/06/01,Россия,Россиянин отвесил пощечину и угрожал игравшему с друзьями на заброшке школьнику,2026-06-01,2026-06,Monday,79
2026/06/01,Силовые структуры,Желание пообщаться с проституткой привело россияна в заброшенный дом,2026-06-01,2026-06,Monday,68
2026/06/01,Мир,В Кремле прокомментировали задержание российского танкера Францией,2026-06-01,2026-06,Monday,66
2026/06/01,Россия,В Госдуме ответили на призыв президента Румынии изменить тактику ударов по Украине,2026-06-01,2026-06,Monday,82
2026/06/01,Путешествия,Таиланд упростит правила въезда туристов,2026-06-01,2026-06,Monday,40
2026/06/01,Интернет и СМИ,Песков объяснил поручение Путина по доступности интернета,2026-06-01,2026-06,Monday,57
2026/06/01,Забота о себе,После родов женщина стала натыкаться на стены и едва не ослепла из-за серьезной болезни,2026-06-01,2026-06,Monday,87
2026/06/01,Экономика,ВТБ назвал условия для добавления россиянами инвестиций к вкладам,2026-06-01,2026-06,Monday,65
2026/06/01,Экономика,Известный ведущий развел на даче опасное растение и разозлил соседей,2026-06-01,2026-06,Monday,68
2026/06/01,Ценности,Собчак назвала самых красивых мужчин,2026-06-01,2026-06,Monday,36
2026/06/01,Экономика,Еще одна страна столкнулась с ростом цен на энергоносители из-за войны в Иране,2026-06-01,2026-06,Monday,78
2026/06/01,Бывший СССР,Путин и Пашинян созвонились,2026-06-01,2026-06,Monday,27
2026/06/01,Путешествия,Россиянин вышел на прогулку с другом в Таиланде и исчез,2026-06-01,2026-06,Monday,55
2026/06/01,Россия,Российские психиатры рекомендовали ограничить сроки пребывания бойцов на передовой,2026-06-01,2026-06,Monday,82
2026/06/01,Путешествия,В Кремле прокомментировали новости об отмене Сербией безвиза с Россией,2026-06-01,2026-06,Monday,70
2026/06/01,Наука и техника,США отправят на Луну дроны с ИИ,2026-06-01,2026-06,Monday,31
2026/06/01,Россия,В России ответили на заявление президента Румынии о принадлежности попавшего в дом БПЛА,2026-06-01,2026-06,Monday,87
2026/06/01,Силовые структуры,Решивший заработать на сотрудничестве с Украиной россиянин выслушал приговор,2026-06-01,2026-06,Monday,76
2026/06/01,Экономика,В России запретили вывоз еще одного вида топлива,2026-06-01,2026-06,Monday,48
2026/06/01,Мир,В Польше назвали фатальную ошибку Зеленского,2026-06-01,2026-06,Monday,44
2026/06/01,Россия,В России назвали цели атак более 7300 дронов ВСУ за месяц,2026-06-01,2026-06,Monday,57
2026/06/01,Силовые структуры,Охотник принял российского подростка за животное и совершил страшное преступление,2026-06-01,2026-06,Monday,81
2026/06/01,Экономика,Россиянам предсказали редкие явления в небе,2026-06-01,2026-06,Monday,43
2026/06/01,Из жизни,Дикие собаки одолели львицу,2026-06-01,2026-06,Monday,27
2026/06/01,Экономика,Май 2026 года стал для Москвы одним из самых теплых в этом веке,2026-06-01,2026-06,Monday,63
2026/06/01,Авто,У россиянина изъяли дорогую иномарку из-за пьяной езды,2026-06-01,2026-06,Monday,54
2026/06/01,Спорт,Россиянин поставил четыре миллиона рублей на финал чемпионата мира по хоккею и проиграл,2026-06-01,2026-06,Monday,87
2026/06/01,Экономика,Бороться с борщевиком предложили по-новому,2026-06-01,2026-06,Monday,42
2026/06/01,Культура,Долина рассказала о новом романе,2026-06-01,2026-06,Monday,32
2026/06/01,Наука и техника,ВКС России получили «летающий радар»,2026-06-01,2026-06,Monday,36
2026/06/01,Россия,В России назвали первые цели для ударов в случае континентальной войны,2026-06-01,2026-06,Monday,70
2026/06/01,Экономика,В Эрмитаже откроется выставка современного искусства Индии с ИИ-гидом от Сбера,2026-06-01,2026-06,Monday,78
2026/06/01,Бывший СССР,Пашинян поблагодарил Путина,2026-06-01,2026-06,Monday,27
2026/06/01,Экономика,Финансировавший ВСУ российский актер избавился от двух квартир в Москве,2026-06-01,2026-06,Monday,71
2026/06/01,Силовые структуры,Открывший стрельбу по чемпиону России из карабина попал на видео,2026-06-01,2026-06,Monday,64
2026/06/01,Интернет и СМИ,Ограбленный в Париже российский блогер раскрыл новые подробности происшествия,2026-06-01,2026-06,Monday,77
2026/06/01,Ценности,Съемка затмившей звезд на «Золотом глобусе» российской блогерши для Vogue оказалась фейком,2026-06-01,2026-06,Monday,90
2026/06/01,Мир,В Сербии раскрыли президентские перспективы Вучича,2026-06-01,2026-06,Monday,50
2026/06/01,Культура,Умерла заслуженная артистка России Лариса Жуковская,2026-06-01,2026-06,Monday,51
2026/06/01,Мир,Польша потребовала от Зеленского извинений,2026-06-01,2026-06,Monday,42
2026/06/01,Россия,В российском регионе собака растерзала тронувшего ее миску ребенка,2026-06-01,2026-06,Monday,66
2026/06/01,Экономика,Москвичам рассказали о погоде в июне,2026-06-01,2026-06,Monday,36
2026/06/01,Бывший СССР,Трамп прислал Алиеву меморандум о заморозке санкций с подписью «вы великолепны»,2026-06-01,2026-06,Monday,79
2026/06/01,Экономика,Поставки российского газа в Европу достигли максимума,2026-06-01,2026-06,Monday,53
2026/06/01,Забота о себе,Врач посоветовал отказаться от нескольких популярных продуктов ради здоровья сердца,2026-06-01,2026-06,Monday,83
2026/06/01,Силовые структуры,Нападавшей на сверстников группировке подростков из российского города вынесли приговор,2026-06-01,2026-06,Monday,87
2026/06/01,Наука и техника,Минобороны рассказало о результативности «Тунгуски»,2026-06-01,2026-06,Monday,51
2026/06/01,Экономика,Почти четверть миллиарда долларов потратила страна Азии на российскую рыбу,2026-06-01,2026-06,Monday,74
2026/06/01,Экономика,У берегов Чили произошло мощное землетрясение,2026-06-01,2026-06,Monday,45
2026/06/01,Путешествия,"Россияне отдохнули в Риме за 3,4 миллиона рублей",2026-06-01,2026-06,Monday,48
2026/06/01,Силовые структуры,Появились подробности о насиловавшем девочек у себя дома извращенце,2026-06-01,2026-06,Monday,67
2026/06/01,Мир,Франция задержала следовавший из России нефтяной танкер. Кремль обвинил Париж в пиратстве,2026-06-01,2026-06,Monday,89
2026/06/01,Мир,Решение Трампа не отвечать на письмо Зеленского объяснили,2026-06-01,2026-06,Monday,57
2026/06/01,Мир,Норвегия захотела пересмотреть отношение к членству в ЕС,2026-06-01,2026-06,Monday,56
2026/06/01,Из жизни,Победитель лотереи попал в тюрьму за жестокое ограбление,2026-06-01,2026-06,Monday,56
2026/06/01,Россия,В Москве празднование дня рождения школьницы завершилось смертью одной из приглашенных,2026-06-01,2026-06,Monday,86
2026/06/01,Силовые структуры,Второклассник с гранатой пришел в российскую школу,2026-06-01,2026-06,Monday,50
2026/06/01,Россия,С территории Украины вернули более полутора сотен мирных россиян,2026-06-01,2026-06,Monday,64
2026/06/01,Ценности,Расставшаяся с Джаредом Лето россиянка забеременела от французского миллиардера,2026-06-01,2026-06,Monday,79
2026/06/01,Наука и техника,Найден способ продлить жизнь при одном из самых опасных видов рака,2026-06-01,2026-06,Monday,66
2026/06/01,Экономика,Летний дефицит в энергосистеме Украины оценили,2026-06-01,2026-06,Monday,46
2026/06/01,Мир,На Макрона обрушились с критикой из-за задержания танкера Tagor,2026-06-01,2026-06,Monday,63
2026/06/01,Экономика,Сбер выпустил детские карты с героями мультфильмов,2026-06-01,2026-06,Monday,50
2026/06/01,Путешествия,Пассажиры попали в больницу из-за неприятного запаха на борту самолета,2026-06-01,2026-06,Monday,70
2026/06/01,Интернет и СМИ,Мясников предупредил о рекламирующих «жульническую гадость» мошенниках,2026-06-01,2026-06,Monday,70
2026/06/01,Бывший СССР,Украина раскрыла существенную помощь Азербайджана,2026-06-01,2026-06,Monday,49
2026/06/01,Экономика,В Волгограде открыли кампус «Школы 21» для обучения цифровым технологиям,2026-06-01,2026-06,Monday,72
2026/06/01,Моя страна,На Дальнем Востоке запустят проект «Восточное ожерелье России»,2026-06-01,2026-06,Monday,62
2026/06/01,Экономика,В FONBET назвали массовый спорт платформой для социальных изменений,2026-06-01,2026-06,Monday,67
2026/06/01,Мир,В Польше приняли еще одно решение против Украины,2026-06-01,2026-06,Monday,48
2026/06/01,Экономика,ВТБ рассказал о программе «Пушкинская карта»,2026-06-01,2026-06,Monday,44
2026/06/01,Спорт,Фигуристка Игнатова поплавала с акулами,2026-06-01,2026-06,Monday,39
2026/06/01,Экономика,В России запустили каско на автомобили старше 15 лет,2026-06-01,2026-06,Monday,52
2026/06/01,Авто,Ушедший из России производитель объявил масштабный отзыв машин,2026-06-01,2026-06,Monday,62
2026/06/01,Экономика,Всероссийская акция «Счастье – это…» началась в День защиты детей,2026-06-01,2026-06,Monday,65
2026/06/01,Забота о себе,Вред одной привычки для сердца сравнили с употреблением шести алкогольных напитков в день,2026-06-01,2026-06,Monday,89
2026/06/01,Экономика,Россиянам назвали способ возместить ущерб из-за залива квартиры,2026-06-01,2026-06,Monday,63
2026/06/01,Россия,Россияне назвали Винни-Пуха самым влиятельным героем «Союзмультфильма»,2026-06-01,2026-06,Monday,70
2026/06/01,Наука и техника,«Калашников» начал поставки скоростного СКАТа,2026-06-01,2026-06,Monday,45
2026/06/01,Силовые структуры,Порезавший знакомого из-за сына россиянин избежал колонии,2026-06-01,2026-06,Monday,57
2026/06/01,Экономика,На улице российского города заметили ядовитую змею,2026-06-01,2026-06,Monday,50
2026/06/01,Экономика,Поставки товаров в Россию через Казахстан забуксовали,2026-06-01,2026-06,Monday,53
2026/06/01,Экономика,Специалисты «Роснефти» победили в международном инженерном чемпионате,2026-06-01,2026-06,Monday,69
2026/06/01,Из жизни,25 лет назад вооруженный до зубов принц расправился с монархом и королевской семьей. Его мотивы так и остались загадкой,2026-06-01,2026-06,Monday,119
2026/06/01,Мир,Песков ответил на вопрос о реакции Румынии на предложение Путина,2026-06-01,2026-06,Monday,64
2026/06/01,Бывший СССР,Стало известно о боях за Гуляйпольское,2026-06-01,2026-06,Monday,38
2026/06/01,Россия,Анна Цивилева поблагодарила сотрудников фонда «Защитники Отечества» за профессионализм,2026-06-01,2026-06,Monday,86
2026/06/01,Экономика,Импортеров из стран ЕАЭС предупредили об увеличении расходов при переходе на СПОТ,2026-06-01,2026-06,Monday,81
2026/06/01,Спорт,Грузинский футболист ПСЖ отказался отвечать на заданный на русском вопрос,2026-06-01,2026-06,Monday,73
2026/06/01,Экономика,Известная актриса решила стать фермером,2026-06-01,2026-06,Monday,39
2026/06/01,Ценности,54-летняя звезда «Интернов» раскрыла секрет похудения на 25 килограммов,2026-06-01,2026-06,Monday,71
2026/06/01,Экономика,Жители российского города остались без света,2026-06-01,2026-06,Monday,44
2026/06/01,Россия,В России назвали две самые сложные задачи СВО на 2026 год,2026-06-01,2026-06,Monday,57
2026/06/01,Экономика,Москвичам назвали срок прихода потепления,2026-06-01,2026-06,Monday,41
2026/06/01,Экономика,Главный поставщик сырья в ЕС столкнулся с риском массовых забастовок нефтяников,2026-06-01,2026-06,Monday,79
2026/06/01,Наука и техника,В Windows нашли скрытые функции,2026-06-01,2026-06,Monday,31
2026/06/01,Силовые структуры,Бывший муж «золотой судьи» поменял тактику в антикоррупционном деле,2026-06-01,2026-06,Monday,67
2026/06/01,Моя страна,Продюсер из ЮАР снимет фильм про российский город,2026-06-01,2026-06,Monday,49
2026/06/01,Мир,Названо условие для выдачи первого транша кредита Украине от ЕС,2026-06-01,2026-06,Monday,63
2026/06/01,Россия,Андрей Воробьев назвал ЮЛА самым масштабным концессионным проектом в Подмосковье,2026-06-01,2026-06,Monday,80
2026/06/01,Путешествия,Российский криптоинвестор разбил соотечественнику челюсть в баре Таиланда,2026-06-01,2026-06,Monday,73
2026/06/01,Россия,Россиянина застали за мастурбацией у входа в музей военной техники,2026-06-01,2026-06,Monday,66
2026/06/01,Россия,Военкор оценил риск атак дронов ВСУ на трассу М-4 «Дон» вслед за «Новороссией»,2026-06-01,2026-06,Monday,78
2026/06/01,Экономика,Россиянам дали советы на случай встречи с шаровой молнией,2026-06-01,2026-06,Monday,57
2026/06/01,Бывший СССР,В Литве высказались о предоставлении Прибалтикой пространства для ударов по России,2026-06-01,2026-06,Monday,82
2026/06/01,Экономика,Россиянам рассказали об идеальном времени для покупки долларов,2026-06-01,2026-06,Monday,62
2026/06/01,Мир,«Плевок в лицо каждому поляку». Варшава и Киев ругаются из-за пособников Гитлера. Зеленского хотят лишить высшей награды Польши,2026-06-01,2026-06,Monday,127
2026/06/01,Интернет и СМИ,В России выступили с призывом на фоне острой нехватки ракет для средств ПВО у Украины,2026-06-01,2026-06,Monday,85
2026/06/01,Россия,В Российский прокат выйдет фильм «День рождения» с Уиллемом Дефо,2026-06-01,2026-06,Monday,64
2026/06/01,Наука и техника,Обнаружен способ надолго снизить уровень холестерина,2026-06-01,2026-06,Monday,52
2026/06/01,Бывший СССР,На Украине резко высказались о попытке запретить русский язык,2026-06-01,2026-06,Monday,61
2026/06/01,Авто,Ведущего европейского производителя мотоциклов уличили в махинациях,2026-06-01,2026-06,Monday,67
2026/06/01,Мир,Раскрыты обвинения против задержанного Францией танкера из России,2026-06-01,2026-06,Monday,65
2026/06/01,Россия,В России объяснили стратегию ВСУ с резким снижением атак дронов,2026-06-01,2026-06,Monday,63
2026/06/01,Экономика,Стоимость жилья в России собрались увеличить,2026-06-01,2026-06,Monday,44
2026/06/01,Мир,ОБСЕ обвинили в молчании после ударов ВСУ по детям,2026-06-01,2026-06,Monday,50
2026/06/01,Интернет и СМИ,Уехавший в США комик-иноагент назвал Россию своим домом,2026-06-01,2026-06,Monday,55
2026/06/01,Ценности,Закупщица раскрыла секретные обозначения на одежде Zara,2026-06-01,2026-06,Monday,55
2026/06/01,Забота о себе,Врач призвала ежедневно употреблять один фрукт для здорового старения,2026-06-01,2026-06,Monday,69
2026/06/01,Спорт,Российская теннисистка Калинская вышла в четвертьфинал «Ролан Гаррос»,2026-06-01,2026-06,Monday,69
2026/06/01,Путешествия,Отдыхающие на пляже супруги оказались при смерти во время спасения собаки,2026-06-01,2026-06,Monday,73
2026/06/01,Из жизни,Организм непьющего мужчины начал производить алкоголь,2026-06-01,2026-06,Monday,53
2026/06/01,Моя страна,В России вывели коров нового поколения,2026-06-01,2026-06,Monday,38
2026/06/01,Культура,76-летняя Бабкина раскрыла секрет своей бодрости,2026-06-01,2026-06,Monday,48
2026/06/01,Силовые структуры,В громком деле о космических контрактах Минобороны России поставили точку,2026-06-01,2026-06,Monday,73
2026/06/01,Россия,В России высказались о вступлении Казахстана в Союзное государство,2026-06-01,2026-06,Monday,66
2026/06/01,Россия,В российском городе пятилетний ребенок получил четверной перелом позвоночника из-за шкафа,2026-06-01,2026-06,Monday,89
